42,203,4,881107413
867,68,4,880079020
95,445,4,888956272
42,845,5,881110719
193,541,1,889125976
285,205,4,890595900
181,258,3,878961709
869,253,4,884493279
201,92,3,884112245
741,15,4,891456573
303,276,4,879467895
182,471,4,885613216
543,4,4,875658853
20,143,3,879669040
358,1149,3,891270043
608,204,4,880405527
682,56,4,888519077
393,1469,3,889729749
391,64,5,877399746
472,391,2,875983129
444,906,4,891979402
92,566,4,875658112
681,750,5,885409438
289,21,1,876790499
889,178,5,880178078
54,106,3,880937882
184,14,4,889907738
195,213,4,883934680
378,582,5,889665232
81,150,3,876533619
380,708,3,885478759
249,169,5,879572106
423,316,4,891394985
145,823,3,875271397
937,19,1,876769436
655,347,3,887424948
304,310,3,884966697
896,387,2,887159368
188,38,3,875073828
622,117,4,882590291
468,423,4,875296868
381,1018,4,892697031
398,8,3,875716709
386,825,4,877655146
550,125,4,883425958
463,313,4,889935655
804,647,5,879442001
561,178,4,885807713
174,1017,2,886434187
796,228,5,892761629
346,240,1,874948929
529,343,3,882535180
608,848,4,880403690
383,268,5,891192338
490,289,1,875427021
723,748,5,880498795
74,315,5,888333194
773,172,5,888539992
642,560,4,886568978
744,428,4,881170528
243,1148,3,879988723
589,259,5,883352631
739,465,1,886959039
450,176,4,882373088
846,203,5,883948606
216,181,3,880232597
868,710,3,877103320
194,66,3,879527264
349,459,4,879465569
405,1382,1,885549790
754,676,3,879451517
310,24,4,879436242
592,527,5,882955889
712,568,5,874730491
267,89,5,878971690
268,384,3,875743868
339,29,3,891035759
145,620,3,875271660
879,121,4,887761865
59,12,5,888204260
770,129,5,875972352
751,809,3,889299429
247,181,4,893081396
323,181,5,878739177
119,1101,5,874781779
642,1179,3,885606048
515,313,4,887658604
452,89,5,875263413
840,203,5,891204627
101,979,2,877136711
594,276,3,874783470
474,227,4,887926872
618,382,2,891307540
497,101,4,879310070
796,269,3,892610692
838,72,4,887067162
798,63,5,875914939
889,182,4,880179586
450,12,4,882373231
715,955,4,875963596
711,763,1,876185767
59,22,4,888204260
92,431,4,875660164
746,82,4,885075337
686,603,5,879546847
405,1317,1,885549746
807,133,5,892705060
56,720,3,892910860
654,678,4,888687055
887,418,4,881380025
405,732,5,885545456
561,72,2,885810084
6,506,4,883602174
3,343,3,889237122
481,367,3,885829153
134,508,3,891732726
380,1168,3,885479833
493,273,4,884131717
586,763,4,884067105
450,847,4,882376188
807,2,4,892978338
319,350,3,889816233
355,324,4,879486422
420,124,5,891356891
545,627,3,879901504
237,238,4,879376435
42,679,2,881108548
624,1016,3,879793582
109,356,4,880578711
405,1441,1,885546835
457,651,5,882396799
218,431,3,881288386
312,509,5,891699490
440,329,5,891548567
303,1226,4,879544713
14,474,4,890881557
167,169,1,892738419
99,472,3,885679210
392,165,5,891038433
26,302,5,891386368
209,286,2,883417458
435,961,1,884133635
407,399,3,876342618
3,318,4,889237482
79,6,4,891271901
151,50,5,879525034
416,178,5,893213918
103,300,3,880416727
194,191,4,879521856
291,975,2,874834146
889,127,4,880176845
901,287,3,877126935
458,69,2,886397988
659,670,2,891385689
896,191,4,887158604
863,873,2,889289491
294,881,3,889241707
244,724,4,880605638
85,141,3,879829042
589,286,3,883352372
532,1426,3,874791506
338,486,3,879438392
214,216,4,891544290
59,436,5,888206094
588,755,3,890025797
308,203,5,887737997
665,546,2,884291376
537,642,4,886031342
454,988,2,888015879
796,79,5,892661988
393,215,4,887745912
99,406,3,885679353
608,303,4,880402983
665,92,4,884295080
501,1067,5,883348011
860,516,3,885991040
844,181,5,877388183
639,28,4,891239239
674,282,5,887763231
82,289,1,884713642
696,899,3,886403673
189,318,5,893265191
632,549,3,879459210
903,655,5,891466376
117,307,5,880124339
151,966,4,879543457
899,499,3,884122308
436,710,4,887769281
363,1074,2,891497679
680,24,4,877075214
790,364,2,885158161
863,1024,3,889289619
911,655,5,892839719
929,31,2,880817708
437,217,3,880143695
343,528,3,876405004
892,403,3,886610372
711,1119,4,879994632
676,50,5,892686083
532,483,5,892867296
739,318,4,886958831
347,1047,1,881653224
682,959,4,888521803
690,581,2,881180109
747,404,5,888640648
41,170,4,890687713
271,660,5,885848971
832,322,3,888259984
624,898,1,891961380
809,302,5,891036743
701,316,5,891446857
184,497,4,889909409
692,321,3,876946833
234,472,2,891228099
892,431,4,886607957
200,173,5,884128554
248,249,4,884536117
198,217,4,884208273
276,123,4,874786657
766,423,3,891309844
847,50,4,878774969
466,326,3,890282925
566,89,4,881650423
514,239,5,876067462
334,322,3,891544584
181,1079,1,878963122
537,471,3,886030012
7,300,4,891350703
881,580,5,876538251
92,2,3,875653699
314,151,4,877886522
445,1245,1,891200390
460,515,5,882912418
250,322,3,878089182
822,189,4,891037394
79,319,4,891271278
250,1199,3,878089467
620,758,2,889987073
535,471,4,879618743
792,844,4,877910822
344,559,3,884901351
365,908,3,891303638
20,1,3,879667963
660,101,3,891201243
815,121,2,878692344
115,269,3,881169559
806,117,2,882385237
458,57,1,886395758
533,226,4,879191621
854,620,2,882813453
546,53,5,885141502
286,101,5,877532204
495,53,1,888637440
908,79,4,879722850
487,195,4,883446907
313,194,4,891014499
385,558,2,879442673
889,202,3,880178773
13,12,5,881515011
806,504,4,882388658
765,14,5,880346204
207,546,3,876018553
311,1297,4,884365654
105,880,3,889214335
833,1214,4,875225193
254,168,1,886472400
928,187,5,880936884
653,746,5,878853936
886,1,4,876031433
135,203,4,879857797
260,362,5,890618729
208,302,1,883108157
648,444,3,884883679
846,479,4,883947694
658,198,5,875148108
537,72,1,886031966
661,132,5,886841714
624,980,4,879793358
396,125,3,884646191
85,50,5,882813248
537,491,4,886030584
660,1035,2,891201116
567,39,3,882426974
535,286,2,879617123
841,331,5,889066999
158,173,5,880134913
445,1097,1,891199682
323,764,3,878739415
85,495,3,882994860
496,743,2,876065190
540,249,3,882157687
476,451,3,883364475
24,249,4,875246216
207,171,3,880839802
660,496,3,891199082
359,273,4,886453325
618,132,4,891307057
102,541,2,888801673
758,312,3,883190351
568,509,4,877906935
739,216,4,886958831
840,1266,5,891204535
373,1188,3,877106597
825,620,3,889021134
597,713,2,875340010
567,268,4,882426327
479,198,5,879460939
428,315,5,885943980
275,434,3,880315396
641,1194,3,879370299
213,48,5,878955848
76,1154,5,878100710
828,1068,4,891035864
223,339,4,891549212
336,151,1,877759473
798,97,1,875638474
677,457,1,889399113
393,298,4,887743453
151,44,4,879542413
28,568,4,881957147
601,191,4,876350016
916,65,3,880845327
222,248,4,877563506
445,1009,2,891200321
889,160,4,880180945
190,294,3,891033370
699,683,3,880695597
304,259,1,884967253
345,88,4,884992940
845,1394,4,885409719
214,55,4,892668197
786,357,5,882842878
921,419,5,879381234
529,321,4,882535353
933,202,2,874854745
339,241,4,891034152
62,1018,3,879375606
537,26,3,886031913
931,250,2,891036673
14,96,4,890881433
189,133,5,893265773
186,568,4,879024014
887,1051,4,881378773
682,323,2,888516865
919,709,3,875374088
586,177,3,884061343
474,649,4,887927588
932,648,5,891249903
11,521,2,891904174
416,476,5,893213796
528,168,4,888522642
405,445,4,885548435
186,53,1,879023882
876,435,4,879428421
458,969,4,886395899
289,477,2,876790323
416,824,2,876697592
682,219,2,888522857
195,582,4,883822804
148,177,2,877020715
7,544,3,891353254
293,180,5,888906428
593,402,4,875672970
790,609,2,885156773
839,118,2,875752317
493,274,5,884131480
645,200,5,892054906
334,218,3,891548317
187,86,4,879465478
342,294,3,874984067
405,217,1,885548385
178,249,3,884836855
603,50,5,891955922
301,42,4,882075743
763,237,3,878919153
815,871,1,878693073
504,548,2,887909864
409,210,4,881109175
698,482,2,886367406
233,208,4,880610814
880,95,3,880241219
584,109,4,885778204
332,370,2,887938849
682,723,1,888518063
831,323,2,891354275
450,969,4,882376584
246,145,1,884923922
630,272,5,885756030
541,62,4,883871644
5,449,2,875636099
276,58,4,874791169
869,15,1,884491993
311,732,4,884365617
457,248,4,882393008
829,512,4,881698976
707,443,3,886287191
483,271,3,881273325
780,4,3,891363969
694,31,4,875728345
145,750,4,885555884
472,109,4,875978686
681,270,1,885409370
259,185,4,874724781
875,937,4,876464830
606,713,4,878142865
530,50,4,883781669
130,328,4,874953525
389,1204,4,880165411
347,132,5,881654064
7,596,5,891351728
561,343,4,885807035
611,873,3,891636399
606,123,3,878143605
919,181,4,875289250
90,553,2,891384959
661,425,4,886841714
429,511,5,882385542
711,692,3,879993150
447,147,4,878854678
322,127,4,887313801
291,383,2,875086699
561,568,3,885807962
249,53,4,879572760
283,100,4,879297160
721,655,2,877140490
254,622,4,887347350
361,183,4,879441285
314,996,4,877891354
11,229,4,891905878
844,89,3,877387857
916,710,3,880844332
324,150,4,880575412
138,509,4,879024232
65,1129,4,879217258
936,244,4,886833099
682,263,1,888518541
235,230,4,889655162
64,340,4,879365313
933,193,4,874853927
831,258,2,891354020
365,288,5,891303357
231,748,4,888605273
848,152,5,887046166
178,280,4,882824592
561,116,4,885809146
160,4,4,876861754
283,50,5,879297134
294,245,3,877818982
92,778,4,875811457
854,919,4,882812406
846,229,3,883949771
321,531,4,879440294
25,195,4,885852008
436,127,5,887769930
575,427,4,878148329
629,632,3,880117031
345,25,3,884991384
405,30,1,885549544
234,504,4,892078485
437,507,5,880140015
864,951,3,888891288
389,494,5,879991411
232,514,4,888549879
21,288,3,874950932
67,1,3,875379445
13,691,4,889316404
774,568,2,888557329
629,200,4,880117333
428,322,4,885943782
758,568,4,881977669
28,200,2,881961671
464,248,5,878354998
598,343,2,886710795
912,419,4,875966756
13,785,3,882141924
642,375,1,886131744
206,1176,1,888180049
7,418,4,892131824
811,321,3,886377483
465,132,4,883531325
460,275,3,882912261
152,120,2,880149686
10,706,4,877888677
94,45,5,886008764
795,217,1,883774317
934,86,3,891191831
610,127,5,888702902
525,282,4,881085648
288,64,5,886374365
382,50,1,875945451
94,1147,4,886008354
535,170,4,879618160
446,328,3,879786984
192,235,3,881368090
532,407,2,874794386
663,273,4,889492679
193,246,3,890859402
181,1347,1,878962052
601,8,3,876348736
175,496,5,877108098
16,100,5,877720437
374,832,1,882157930
253,198,5,891628392
188,455,4,875075432
766,136,3,891310009
495,211,5,888633194
334,716,3,891548758
798,486,4,875639889
749,566,3,878849857
1,43,4,878542869
486,252,3,879875316
616,272,5,891224517
523,181,5,883700186
93,125,1,888705416
416,928,3,878879391
92,71,5,875654888
753,359,4,891399477
130,806,3,875217096
187,736,4,879465632
653,1210,2,880153705
682,790,3,888521942
417,234,4,879646965
121,50,5,891390014
23,275,5,874785474
385,290,3,879440674
425,522,3,878738077
938,1016,3,891356799
634,225,3,875729668
201,213,4,884111873
327,88,2,887819194
210,276,5,887731147
62,708,3,879375912
409,1524,4,881107666
204,262,4,892389137
796,945,5,892663009
173,1265,3,877557239
753,653,4,891401851
380,71,4,885479082
508,181,3,883767047
838,419,5,887066989
456,655,3,881373838
355,1175,5,879486421
176,294,2,886047220
429,137,5,882387731
345,79,4,884992291
374,68,1,880396622
751,248,5,889132413
332,64,5,888359944
126,313,5,887854726
867,250,4,880078091
296,13,3,884196665
95,210,5,879196566
188,69,4,875072009
293,255,3,888905146
537,13,4,886029806
393,977,4,887745501
606,404,4,880925200
197,177,5,891409935
428,538,4,885944005
159,293,4,880485879
305,405,3,886324580
224,686,4,888104030
747,31,4,888639222
39,315,4,891400094
566,755,2,881651561
224,69,4,888082495
29,286,5,882820663
485,294,1,891041103
896,455,2,887159723
189,501,4,893265893
653,248,3,884405730
10,478,5,877889004
56,655,4,892676996
435,132,3,884131156
276,1199,4,888873674
56,746,4,892676885
573,654,4,885844535
184,492,4,889908947
42,588,5,881108147
297,257,3,874954763
764,89,4,876245837
94,92,4,891721142
269,134,4,891448849
442,2,3,883390544
456,172,5,881373019
849,143,5,879695515
763,69,4,878915600
908,357,3,879723046
105,751,2,889214381
286,229,1,889652291
666,213,4,880139120
690,47,1,881179469
707,174,2,886286133
18,957,3,880132188
497,300,3,878759351
130,313,5,884623736
854,358,2,882812001
774,53,4,888557383
297,27,1,875239535
144,91,2,888106106
279,154,5,875296291
435,895,3,884130647
372,44,4,876869837
178,228,5,882826556
244,7,4,880602558
727,265,4,883710326
645,30,4,892054824
173,938,3,877557076
627,176,5,879531158
72,54,3,880036854
764,14,4,876752116
102,1240,2,883748450
738,210,5,892844112
886,132,3,876032399
883,168,5,891694218
488,200,2,891294606
453,188,4,877554466
5,451,1,875636571
234,515,5,892078424
304,328,3,884967167
896,1028,2,887160554
360,303,3,880353526
457,819,2,882396001
128,322,2,879966447
875,512,5,876465408
215,288,2,891434563
96,525,2,884402860
738,169,5,892844079
404,269,4,883790750
374,483,3,880394716
181,308,1,878961847
178,219,4,882828350
82,458,1,884714145
404,307,4,883790749
414,324,4,884999127
56,174,5,892737191
217,117,4,889069842
94,716,3,885873006
363,25,3,891496337
12,50,4,879959044
807,102,4,892979501
201,693,4,884113949
773,93,3,888539366
882,841,1,879863909
201,406,1,884114505
786,97,4,882843683
654,15,3,887863557
640,540,3,874778479
417,1446,3,879648824
348,406,4,886523521
181,7,4,878963037
690,4,3,881177459
267,67,3,878973088
498,79,3,881959104
875,1073,5,876465230
655,717,1,887430830
286,1079,3,876522240
229,750,2,891631948
13,48,5,882139863
717,815,3,884642817
790,123,3,884461413
570,327,4,881262795
407,491,4,875550328
91,507,4,891438977
602,243,3,888638277
683,678,1,893283948
276,431,3,874977474
12,191,5,879960801
802,681,4,875986155
308,216,3,887737789
655,402,2,887431019
128,275,5,879967016
456,673,3,881374849
398,684,4,875908134
181,1197,1,878962774
860,70,5,885991040
500,117,4,883865755
605,827,3,879429729
648,403,4,884882802
458,844,4,886394576
643,42,4,891446750
623,210,5,891035112
682,2,3,888522541
435,399,3,884133253
456,1421,3,881374437
495,183,5,888633277
665,476,4,884291133
402,12,4,876266826
744,963,5,881170576
606,284,4,878148425
840,653,5,891209389
184,382,5,889909691
619,562,3,885954341
614,410,3,879464437
883,22,3,891696824
658,527,5,875147800
906,405,3,879435551
399,825,2,882341586
369,358,3,889428228
263,496,5,891298218
654,302,5,887862964
69,182,4,882145400
223,409,3,891549876
436,592,3,887770379
112,294,3,884992566
234,485,3,892079434
533,1174,3,882821669
339,231,2,891035180
910,751,3,884229194
45,100,5,881010742
181,1054,2,878963418
693,1311,1,875482939
472,720,5,875982096
223,1,4,891549324
177,260,2,880130534
814,441,2,885411347
606,298,4,880920725
605,111,3,879425663
157,293,5,874813703
486,295,3,879874630
913,483,3,880757975
303,998,3,879544435
654,276,1,887863866
870,218,4,889717102
748,181,4,879454455
298,152,3,884183336
647,298,3,876533005
214,8,4,892668196
459,25,2,879563201
697,222,4,882622016
788,423,5,880868235
222,51,3,881059816
234,13,3,892335342
453,223,4,888203147
642,136,3,885602232
385,473,3,879440584
601,125,1,876347320
87,849,5,879875996
52,919,5,882922140
533,687,2,879193517
514,144,3,875462520
45,7,3,881008080
399,1542,2,882348592
465,169,4,883531072
139,246,4,879538218
291,140,4,875086887
312,684,5,891698664
177,195,4,880130699
362,332,5,885019537
533,382,1,879191998
782,1589,3,891500028
191,86,5,891562417
447,202,3,878856078
416,614,5,893212572
894,275,4,882404137
829,257,4,881699584
94,684,4,891721615
854,174,3,882813574
178,229,4,885784558
894,86,4,882404306
442,385,3,883390416
625,480,4,891263589
535,919,4,879618207
90,430,3,891383835
693,942,2,875482396
650,288,3,891369889
250,116,4,878089921
395,632,5,883764845
648,187,3,884882664
897,323,4,879988868
642,959,5,885605794
451,880,1,879012773
752,355,2,891208036
660,168,5,891199477
171,305,2,891034606
5,374,3,875636905
257,86,4,879547655
794,936,5,891035219
917,473,3,882911390
880,72,3,880174996
44,644,3,878347818
313,516,4,891028829
425,230,4,878738644
588,24,2,890015766
889,1097,3,880176984
894,462,4,882404278
716,549,4,879797372
1,62,3,878542282
551,1217,1,892784524
704,497,3,891397764
248,181,4,884535374
911,191,5,892838676
360,582,4,880355594
449,1011,4,879958685
280,155,5,891702544
151,277,4,879524642
435,549,3,884132588
807,520,5,892529358
933,1188,1,874938474
545,968,5,884134395
773,720,1,888540218
158,188,4,880134332
350,136,5,882347699
326,527,5,879874989
474,1124,4,887927152
236,111,4,890116939
109,413,3,880572382
295,966,5,879518060
832,50,3,888260089
94,91,5,891722006
226,179,4,883888853
83,298,4,891181511
880,231,2,880167880
313,127,5,891013620
542,99,5,886533587
798,81,3,876177211
358,114,5,891270652
399,549,4,882347190
267,655,4,878971989
214,185,5,892668173
716,293,4,879793258
44,378,3,878348290
603,450,3,891955972
101,255,4,877137015
665,343,3,884292654
650,180,3,891383164
417,62,3,879648939
434,424,1,886724913
455,22,4,879111500
574,100,5,891279712
361,274,3,879441034
144,212,5,888105993
655,466,3,887474630
158,210,4,880134296
188,118,3,875072972
197,333,2,891409111
318,482,5,884496156
334,318,4,891545926
213,603,5,878955599
508,655,4,883767525
913,175,5,881366473
145,549,5,875272786
569,1014,3,879795581
666,258,4,880138999
60,842,4,883327175
798,1183,1,875915190
94,89,3,885870284
361,53,2,879441351
639,194,4,891240160
441,405,3,891035507
91,351,4,891438617
450,400,3,882468790
497,746,5,878759777
219,114,5,889403091
326,403,3,879876976
422,477,4,875130027
317,322,3,891446783
534,121,4,877808002
84,300,4,883449419
657,7,3,884239057
643,405,3,891445859
348,151,3,886523456
388,769,3,886441306
453,1079,1,887942484
585,707,5,891282894
311,735,4,884366637
303,845,4,879485221
854,260,3,882812030
770,325,4,875971703
7,97,5,891351201
223,1014,4,891549975
618,124,1,891308542
849,15,5,879695896
437,450,3,880143040
466,82,3,890284819
562,501,5,879196653
889,179,3,880179705
108,237,3,879879796
848,172,5,887038022
716,414,4,879797152
756,226,3,874830103
391,11,3,877398951
807,136,5,892529185
293,285,5,888904632
711,549,4,879994719
535,955,3,879618338
128,1035,3,879968921
592,345,4,888553233
189,185,5,893265428
470,222,3,879178711
843,674,2,879443394
417,614,3,879648156
248,196,2,884535013
18,52,5,880130680
142,134,5,888640356
489,346,5,891362904
474,479,5,887923972
716,514,5,879796331
415,323,2,879439205
249,853,4,879572256
896,461,3,887159069
614,405,2,879464525
875,96,4,876465144
92,147,2,875640542
566,742,3,881650627
595,100,4,886921112
533,740,4,879192815
442,64,5,883389682
815,318,5,878693497
426,100,4,879442128
664,1109,4,876526555
643,202,3,891447835
472,125,5,875979041
234,242,4,891033261
880,94,3,880175097
537,434,3,886031211
327,31,2,887820531
393,349,3,887742939
913,22,5,881369920
868,204,2,877105882
846,1133,2,883950711
387,674,2,886481686
870,1412,2,879714435
542,100,4,886532432
301,168,4,882075994
595,290,4,886921748
138,13,4,879023345
10,435,5,877889261
385,205,2,879443253
234,495,4,892335042
840,272,4,891202756
749,204,4,878847576
13,688,1,883670819
650,4,3,891386695
753,657,5,891401665
230,186,4,880484937
457,257,3,882393036
916,581,4,880845543
18,479,4,880129769
262,955,2,879792604
250,2,4,878090414
495,226,4,888633011
13,37,1,882397011
389,134,5,879991045
437,770,3,881001208
443,748,4,883505171
22,411,1,878887277
682,290,1,888522217
577,579,4,880475602
640,92,4,874778515
608,499,4,880403484
654,143,5,887864275
894,344,4,887825614
354,70,3,891218208
837,25,3,875722169
500,164,4,883874469
438,476,5,879868664
579,56,3,880952360
896,1183,2,887160842
221,751,4,885081300
445,742,1,891200078
21,447,5,874951695
648,809,3,884883323
102,720,2,888801812
650,476,2,891388080
913,588,3,881449256
536,227,5,882361066
846,89,5,883948003
429,1079,2,882387164
865,117,2,880143746
251,405,3,886272547
343,208,4,876404426
3,338,2,889237297
92,455,2,876769302
679,63,3,884489283
451,302,3,879012647
922,568,3,891450524
915,315,4,891029965
501,124,4,883347919
881,582,1,876538465
416,833,3,888700719
311,684,4,884365075
137,261,5,882805603
388,871,2,886440608
660,357,2,891200014
493,597,4,884131738
303,939,3,879467739
697,302,5,882621460
864,217,4,888891524
863,908,1,889289240
660,890,1,891198996
77,127,2,884732927
795,820,3,880560679
90,490,5,891383753
425,338,1,890346781
798,50,5,875295810
698,28,2,886366916
130,532,5,876250955
653,105,3,890181185
234,233,2,892335990
806,227,2,882388353
524,663,2,884635358
198,98,4,884207611
776,238,4,891628708
292,195,5,881103568
305,423,4,886322670
210,167,4,891036054
385,533,4,879440602
553,45,4,879948732
810,878,4,879895500
655,44,2,887564639
533,252,4,880402784
82,169,4,878769442
109,949,3,880582384
910,298,2,880821124
201,275,4,884113634
289,282,3,876789180
804,445,4,879445766
188,930,4,875074720
184,218,3,889909840
200,802,4,884130485
859,111,4,885776056
753,313,5,891399135
238,220,3,883576560
542,695,2,886532788
312,730,3,891699568
653,619,3,880152085
411,209,4,891035550
334,421,4,891547307
715,755,2,875964704
303,270,4,879466088
145,348,4,888397542
2,311,5,888552084
342,42,3,875319659
5,422,4,875636767
923,1011,4,880388097
253,125,3,891628033
535,1098,5,879618464
823,566,4,878439605
707,663,4,886286979
460,221,4,882912285
687,323,2,884651894
94,62,3,891722933
655,121,3,887651060
178,792,5,882827834
375,218,3,886622024
499,257,5,885598342
907,1244,5,880159381
44,238,4,878347598
650,121,3,891369836
864,294,4,878179381
111,328,4,891679939
923,829,4,880388426
403,471,5,879785822
5,66,1,875721019
870,1044,2,879714772
451,886,4,879012773
519,351,5,883250102
226,98,5,883889147
57,294,4,883696547
